customer_id,customer_name,email,city,state,signup_date,customer_segment
C104236,Meena Pillai,user4236@mail.com,Kolkata,Telangana,2021-09-29,Premium
C104237,Priya Gupta,user4237@mail.com,chennai,Maharashtra,2023-11-29,Regular
C104238,Karthik Devi,user4238@mail.com,Chennai,West Bengal,2021-02-09,New
C104239,Divya Sharma,user4239@mail.com,Lucknow,Telangana,2024-02-25,Premium
C104240,Ramesh Nair,user4240@mail.com,Ahmedabad,Telangana,2023-07-29,VIP
C104241,Arun Raj,user4241@mail.com,delhi,Uttar Pradesh,2021-03-08,VIP
C104242,Anitha Kumar,user4242@mail.com,Mumbai,Karnataka,2022-01-28,New
C104243,Vijay Devi,user4243@mail.com,Pune,Uttar Pradesh,2022-07-16,VIP
C104244,Kavya Rao,user4244@mail.com,Ahmedabad,Rajasthan,2021-07-24,VIP
C104245,Sathish Raj,user4245@mail.com,Ahmedabad,Karnataka,2021-09-04,Premium
C104246,Ganesh Reddy,user4246@mail.com,CHENNAI,Gujarat,2023-03-14,Regular
C104247,Divya Nair,user4247@mail.com,delhi,Uttar Pradesh,2022-02-06,New
C104248,Arun Iyer,user4248@mail.com,Coimbatore,Tamil Nadu,2024-01-09,New
C104249,Deepa Prakash,user4249@mail.com,Ahmedabad,Rajasthan,2023-05-08,Regular
C104250,Deepa Kumar,user4250@mail.com,Pune,Delhi,2021-06-01,Regular
C104251,Ganesh Reddy,user4251@mail.com,Chennai,Gujarat,2021-03-14,New
C104252,Vijay Raj,user4252@mail.com,Jaipur,Gujarat,2021-07-06,Premium
C104253,Priya Raj,user4253@mail.com,Bangalore,Maharashtra,2021-01-19,VIP
C104254,Anitha Murthy,user4254@mail.com,Ahmedabad,Uttar Pradesh,2023-12-22,New
C104255,Suresh Prakash,user4255@mail.com,Jaipur,Tamil Nadu,2022-02-14,VIP
C104256,Vijay Raj,user4256@mail.com,Kolkata,Uttar Pradesh,2021-04-20,Regular
C104257,Suresh Murthy,user4257@mail.com,Kolkata,West Bengal,2021-07-31,Regular
C104258,Deepa Gupta,user4258@mail.com,chennai,Karnataka,2023-01-31,New
C104259,Anitha Kumar,user4259@mail.com,Hyderabad,Uttar Pradesh,2022-02-02,New
C104260,Ganesh Prakash,user4260@mail.com,delhi,Uttar Pradesh,2022-12-04,Premium
C104261,Arun Rao,user4261@mail.com,Mumbai,Maharashtra,2024-10-13,New
C104262,Divya Murthy,user4262@mail.com,Ahmedabad,Gujarat,2024-07-23,Regular
C104263,Manoj Raj,user4263@mail.com,Bangalore,Uttar Pradesh,2021-10-10,VIP
C104264,Ganesh Prakash,user4264@mail.com,Chennai,West Bengal,2023-07-09,Regular
C104265,Deepa Iyer,user4265@mail.com,Jaipur,Uttar Pradesh,2024-02-14,New
C104266,Vijay Reddy,user4266@mail.com,Coimbatore,Delhi,2021-02-14,New
C104267,Priya Kumar,user4267@mail.com,chennai,Rajasthan,2021-04-03,Regular
C104268,Ramesh Devi,user4268@mail.com,Kolkata,Delhi,2022-11-01,VIP
C104269,Kavya Nair,user4269@mail.com,Delhi,Karnataka,2023-04-17,VIP
C104270,Manoj Raj,user4270@mail.com,Mumbai,Tamil Nadu,2021-03-18,New
C104271,Vijay Kumar,user4271@mail.com,Ahmedabad,Tamil Nadu,2023-11-09,Premium
C104272,Ganesh Nair,user4272@mail.com,Chennai,Rajasthan,2023-12-28,New
C104273,Deepa Raj,user4273@mail.com,Delhi,Tamil Nadu,2023-04-16,Regular
C104274,Nithya Kumar,user4274@mail.com,Chennai,West Bengal,2022-01-30,Regular
C104275,Deepa Gupta,user4275@mail.com,CHENNAI,Gujarat,2024-02-17,Regular
C104276,Kavya Kumar,user4276@mail.com,delhi,West Bengal,2024-09-13,New
C104277,Vijay Pillai,user4277@mail.com,Bangalore,West Bengal,2022-08-14,Premium
C104278,Priya Devi,user4278@mail.com,Jaipur,Telangana,2021-06-25,New
C104279,Suresh Murthy,user4279@mail.com,Chennai,Tamil Nadu,2024-05-16,Regular
C104280,Deepa Nair,user4280@mail.com,Chennai,Karnataka,2023-02-27,Premium
C104281,Karthik Gupta,user4281@mail.com,Delhi,Tamil Nadu,2021-10-15,VIP
C104282,Ramesh Prakash,user4282@mail.com,chennai,Tamil Nadu,2024-01-21,New
C104283,Lakshmi Pillai,user4283@mail.com,Mumbai,Gujarat,2022-10-01,Premium
C104284,Anitha Devi,user4284@mail.com,chennai,Tamil Nadu,2021-08-05,VIP
C104285,Deepa Pillai,user4285@mail.com,Bangalore,West Bengal,2024-05-11,Regular
C104286,Sathish Kumar,user4286@mail.com,Coimbatore,Telangana,2022-06-20,New
C104287,Arun Nair,user4287@mail.com,Bangalore,Maharashtra,2022-06-23,VIP
C104288,Meena Gupta,user4288@mail.com,Lucknow,Tamil Nadu,2023-06-18,Premium
C104289,Anitha Kumar,user4289@mail.com,Kolkata,Uttar Pradesh,2022-07-31,Regular
C104290,Divya Nair,user4290@mail.com,Kolkata,Maharashtra,2023-03-08,VIP
C104291,Vijay Sharma,user4291@mail.com,delhi,Uttar Pradesh,2024-06-24,VIP
C104292,Vijay Gupta,user4292@mail.com,CHENNAI,Rajasthan,2021-03-01,VIP
C104293,Manoj Iyer,user4293@mail.com,Kolkata,Karnataka,2023-01-07,Regular
C104294,Ramesh Sharma,user4294@mail.com,Jaipur,Karnataka,2023-10-12,Regular
C104295,Meena Kumar,user4295@mail.com,Chennai,Tamil Nadu,2024-04-01,Regular
C104296,Anitha Rao,user4296@mail.com,Kolkata,Tamil Nadu,2021-12-07,Premium
C104297,Karthik Murthy,user4297@mail.com,chennai,Delhi,2022-05-25,Regular
C104298,Karthik Reddy,user4298@mail.com,CHENNAI,Rajasthan,2021-12-11,New
C104299,Priya Prakash,user4299@mail.com,Kolkata,Gujarat,2024-09-19,VIP
C104300,Vijay Reddy,user4300@mail.com,Pune,Karnataka,2021-05-10,New
C104301,Ramesh Sharma,user4301@mail.com,Ahmedabad,Delhi,2024-01-16,New
C104302,Ganesh Gupta,user4302@mail.com,Ahmedabad,Rajasthan,2022-02-10,Regular
C104303,Ganesh Gupta,user4303@mail.com,Ahmedabad,Delhi,2024-03-16,Regular
C104304,Vijay Rao,user4304@mail.com,Kolkata,Delhi,2022-10-23,Regular
C104305,Sathish Murthy,user4305@mail.com,chennai,Karnataka,2023-09-12,Premium
C104306,Kavya Gupta,user4306@mail.com,Kolkata,Rajasthan,2023-05-01,Regular
C104307,Ganesh Iyer,user4307@mail.com,Bangalore,Karnataka,2024-12-13,VIP
C104308,Ramesh Nair,user4308@mail.com,Mumbai,Gujarat,2024-01-10,VIP
C104309,Ganesh Kumar,,Ahmedabad,Telangana,2022-12-07,Premium
C104310,Suresh Gupta,user4310@mail.com,delhi,Tamil Nadu,2022-02-07,Regular
C104311,Arun Sharma,user4311@mail.com,Chennai,West Bengal,2023-12-20,Premium
C104312,Nithya Kumar,user4312@mail.com,Bangalore,Karnataka,2024-05-26,Premium
C104313,Arun Gupta,user4313@mail.com,Lucknow,Delhi,2022-04-21,Premium
C104314,Anitha Reddy,user4314@mail.com,Jaipur,Gujarat,2022-01-24,Regular
C104315,Nithya Reddy,user4315@mail.com,Jaipur,Tamil Nadu,2022-11-02,VIP
C104316,Karthik Gupta,user4316@mail.com,Delhi,Telangana,2023-02-08,New
C104317,Karthik Pillai,user4317@mail.com,CHENNAI,Tamil Nadu,2021-09-16,Regular
C104318,Arun Gupta,user4318@mail.com,Ahmedabad,West Bengal,2024-12-03,New
C104319,Sathish Gupta,user4319@mail.com,Kolkata,Rajasthan,2022-07-02,Premium
C104320,Priya Iyer,user4320@mail.com,CHENNAI,Karnataka,2021-08-19,New
C104321,Manoj Sharma,user4321@mail.com,Pune,Telangana,2024-05-30,Premium
C104322,Lakshmi Reddy,user4322@mail.com,Ahmedabad,Karnataka,2022-12-12,Premium
C104323,Anitha Rao,user4323@mail.com,Pune,Telangana,2021-06-19,New
C104324,Arun Raj,user4324@mail.com,Chennai,Delhi,2023-08-13,Premium
C104325,Sathish Iyer,user4325@mail.com,Ahmedabad,Delhi,2024-02-11,Premium
C104326,Ramesh Nair,user4326@mail.com,Delhi,Gujarat,2023-04-03,New
C104327,Arun Devi,user4327@mail.com,Mumbai,Telangana,2022-04-26,Regular
C104328,Arun Murthy,user4328@mail.com,Hyderabad,West Bengal,2021-07-23,VIP
C104329,Lakshmi Devi,user4329@mail.com,Hyderabad,Karnataka,2024-01-19,New
C104330,Karthik Sharma,user4330@mail.com,Coimbatore,Tamil Nadu,2024-08-24,New
C104331,Meena Rao,user4331@mail.com,chennai,Telangana,2024-04-07,Premium
C104332,Kavya Devi,user4332@mail.com,Kolkata,Karnataka,2022-01-03,Premium
C104333,Nithya Iyer,,Ahmedabad,Rajasthan,2023-08-07,New
C104334,Divya Murthy,user4334@mail.com,Bangalore,Karnataka,2023-11-28,New
C104335,Nithya Rao,user4335@mail.com,Kolkata,West Bengal,2023-02-18,Premium
C104336,Ramesh Kumar,user4336@mail.com,Bangalore,Telangana,2024-06-21,New
C104337,Ramesh Gupta,,CHENNAI,Maharashtra,2024-02-20,VIP
C104338,Manoj Raj,user4338@mail.com,Lucknow,Karnataka,2024-08-14,New
C104339,Vijay Sharma,user4339@mail.com,CHENNAI,Telangana,2023-01-20,Regular
C104340,Nithya Prakash,user4340@mail.com,Lucknow,Gujarat,2023-04-25,VIP
C104341,Ramesh Gupta,user4341@mail.com,Kolkata,West Bengal,2023-11-16,Premium
C104342,Anitha Raj,user4342@mail.com,Chennai,Delhi,2023-08-19,New
C104343,Suresh Rao,user4343@mail.com,CHENNAI,Gujarat,2024-03-10,VIP
C104344,Karthik Prakash,user4344@mail.com,Ahmedabad,Tamil Nadu,2023-02-27,Regular
C104345,Vijay Sharma,user4345@mail.com,delhi,Gujarat,2024-11-21,Premium
C104346,Kavya Pillai,user4346@mail.com,Delhi,Tamil Nadu,2023-07-20,New
C104347,Vijay Devi,user4347@mail.com,Mumbai,Tamil Nadu,2024-12-08,Premium
C104348,Arun Rao,user4348@mail.com,chennai,Uttar Pradesh,2022-02-19,Premium
C104349,Vijay Gupta,user4349@mail.com,Bangalore,Rajasthan,2023-08-11,Premium
C104350,Sathish Kumar,user4350@mail.com,Coimbatore,Delhi,2024-11-10,Premium
C104351,Deepa Gupta,user4351@mail.com,,Rajasthan,2024-05-06,Regular
C104352,Divya Iyer,user4352@mail.com,Pune,West Bengal,2024-06-09,New
C104353,Deepa Reddy,user4353@mail.com,chennai,Tamil Nadu,2023-01-13,Regular
C104354,Vijay Raj,user4354@mail.com,delhi,Telangana,2023-02-24,Premium
C104355,Sathish Nair,user4355@mail.com,Hyderabad,Maharashtra,2023-12-31,Regular
C104356,Lakshmi Pillai,user4356@mail.com,Delhi,West Bengal,2023-12-03,New
C104357,Divya Rao,user4357@mail.com,Bangalore,Karnataka,2021-03-08,New
C104358,Kavya Kumar,user4358@mail.com,Delhi,Maharashtra,2023-11-27,VIP
C104359,Vijay Reddy,user4359@mail.com,Kolkata,Gujarat,2022-10-23,VIP
C104360,Sathish Iyer,user4360@mail.com,CHENNAI,West Bengal,2024-11-10,Regular
C104361,Arun Reddy,user4361@mail.com,delhi,Maharashtra,2024-05-09,VIP
C104362,Ramesh Iyer,user4362@mail.com,Bangalore,Maharashtra,2024-09-10,New
C104363,Karthik Sharma,user4363@mail.com,Chennai,Maharashtra,2023-04-16,VIP
C104364,Arun Rao,user4364@mail.com,Lucknow,Karnataka,2023-06-13,VIP
C104365,Kavya Rao,user4365@mail.com,Delhi,Gujarat,2022-12-16,New
C104366,Deepa Raj,user4366@mail.com,Bangalore,Telangana,2021-10-20,Regular
C104367,Kavya Devi,user4367@mail.com,Jaipur,Gujarat,2021-08-31,Regular
C104368,Anitha Iyer,user4368@mail.com,Kolkata,West Bengal,2023-02-20,VIP
C104369,Meena Raj,user4369@mail.com,Hyderabad,Tamil Nadu,2022-03-24,Regular
C104370,Priya Kumar,user4370@mail.com,CHENNAI,Delhi,2024-11-10,New
C104371,Nithya Reddy,user4371@mail.com,Coimbatore,Telangana,2024-08-03,Premium
C104372,Arun Sharma,user4372@mail.com,Chennai,West Bengal,2024-07-15,New
C104373,Ganesh Murthy,user4373@mail.com,Coimbatore,Delhi,2022-09-15,VIP
C104374,Kavya Raj,user4374@mail.com,Mumbai,Gujarat,2023-12-13,Premium
C104375,Nithya Devi,user4375@mail.com,Bangalore,Tamil Nadu,2023-09-02,Regular
C104376,Ganesh Kumar,user4376@mail.com,Pune,Tamil Nadu,2024-02-06,Regular
C104377,Ganesh Pillai,user4377@mail.com,Chennai,Gujarat,2023-02-15,Premium
C104378,Kavya Raj,user4378@mail.com,Bangalore,Delhi,2022-07-05,Premium
C104379,Sathish Raj,user4379@mail.com,Ahmedabad,Uttar Pradesh,2023-12-04,Premium
C104380,Sathish Sharma,user4380@mail.com,chennai,Delhi,2021-02-18,Regular
C104381,Priya Raj,user4381@mail.com,delhi,Delhi,2021-09-13,Regular
C104382,Divya Kumar,user4382@mail.com,Ahmedabad,Karnataka,2021-04-16,Regular
C104383,Manoj Iyer,user4383@mail.com,Jaipur,Uttar Pradesh,2022-11-07,New
C104384,Karthik Prakash,user4384@mail.com,Ahmedabad,West Bengal,2021-08-27,Regular
C104385,Divya Nair,user4385@mail.com,delhi,Karnataka,2024-08-23,Premium
C104386,Divya Murthy,user4386@mail.com,Chennai,Telangana,2021-07-10,New
C104387,Deepa Raj,user4387@mail.com,Coimbatore,Rajasthan,2023-11-02,VIP
C104388,Priya Gupta,user4388@mail.com,Lucknow,Karnataka,2022-08-06,Regular
C104389,Divya Pillai,user4389@mail.com,CHENNAI,Uttar Pradesh,2021-10-12,Regular
C104390,Divya Murthy,user4390@mail.com,,Telangana,2024-09-16,New
C104391,Manoj Reddy,user4391@mail.com,chennai,West Bengal,2023-02-08,Regular
C104392,Priya Sharma,user4392@mail.com,Mumbai,Telangana,2022-09-16,VIP
C104393,Deepa Devi,user4393@mail.com,Delhi,Uttar Pradesh,2021-09-11,Premium
C104394,Arun Nair,user4394@mail.com,Chennai,Delhi,2021-01-10,New
C104395,Manoj Nair,user4395@mail.com,Ahmedabad,Delhi,2021-11-18,New
C104396,Deepa Sharma,user4396@mail.com,Pune,Telangana,2021-10-27,New
C104397,Priya Iyer,user4397@mail.com,Lucknow,Maharashtra,2021-04-14,VIP
C104398,Arun Nair,user4398@mail.com,Kolkata,Rajasthan,2023-01-19,New
C104399,Ganesh Sharma,user4399@mail.com,Mumbai,West Bengal,2023-12-31,Regular
C104400,Ramesh Raj,user4400@mail.com,chennai,Rajasthan,2022-05-06,New
C104401,Priya Kumar,user4401@mail.com,Lucknow,Telangana,2022-10-22,New
C104402,Karthik Sharma,user4402@mail.com,CHENNAI,Delhi,2024-03-30,VIP
C104403,Ramesh Sharma,user4403@mail.com,CHENNAI,West Bengal,2022-10-24,New
C104404,Suresh Gupta,user4404@mail.com,Jaipur,Rajasthan,2024-07-26,VIP
C104405,Vijay Iyer,user4405@mail.com,Jaipur,Rajasthan,2023-09-03,Premium
C104406,Deepa Nair,user4406@mail.com,Coimbatore,Telangana,2024-02-07,New
C104407,Sathish Prakash,user4407@mail.com,Chennai,Gujarat,2023-12-08,New
C104408,Kavya Prakash,user4408@mail.com,Lucknow,Telangana,2021-02-13,VIP
C104409,Divya Kumar,user4409@mail.com,Lucknow,Telangana,2024-11-25,New
C104410,Suresh Murthy,,Ahmedabad,Maharashtra,2023-12-28,VIP
C104411,Deepa Pillai,user4411@mail.com,Bangalore,Delhi,2022-04-03,VIP
C104412,Lakshmi Murthy,user4412@mail.com,Bangalore,Uttar Pradesh,2022-12-11,VIP
C104413,Suresh Prakash,user4413@mail.com,Kolkata,Uttar Pradesh,2021-10-02,Regular
C104414,Nithya Murthy,user4414@mail.com,Bangalore,Telangana,2023-02-10,VIP
C104415,Ganesh Murthy,user4415@mail.com,Bangalore,Gujarat,2021-12-21,Premium
C104416,Lakshmi Kumar,user4416@mail.com,delhi,Karnataka,2023-07-06,New
C104417,Suresh Kumar,user4417@mail.com,Delhi,Uttar Pradesh,2022-05-16,New
C104418,Kavya Pillai,user4418@mail.com,Coimbatore,Karnataka,2024-09-22,VIP
C104419,Divya Reddy,user4419@mail.com,Chennai,Gujarat,2024-01-09,VIP
C104420,Lakshmi Devi,,delhi,Rajasthan,2022-01-05,VIP
C104421,Ramesh Gupta,user4421@mail.com,Mumbai,Gujarat,2023-06-24,Premium
C104422,Ramesh Raj,user4422@mail.com,Ahmedabad,Gujarat,2023-03-23,Premium
C104423,Ganesh Devi,user4423@mail.com,Coimbatore,Telangana,2021-02-03,Regular
C104424,Nithya Rao,user4424@mail.com,CHENNAI,Rajasthan,2023-06-13,Regular
C104425,Sathish Sharma,user4425@mail.com,Delhi,Tamil Nadu,2024-12-25,VIP
C104426,Ganesh Sharma,user4426@mail.com,CHENNAI,Karnataka,2024-11-23,New
C104427,Ganesh Sharma,user4427@mail.com,Coimbatore,Maharashtra,2023-07-23,VIP
C104428,Meena Reddy,user4428@mail.com,Coimbatore,Tamil Nadu,2021-03-15,New
C104429,Ganesh Prakash,user4429@mail.com,chennai,Maharashtra,2023-03-26,Premium
C104430,Priya Nair,user4430@mail.com,Ahmedabad,Delhi,2021-10-25,Regular
C104431,Divya Nair,user4431@mail.com,Lucknow,Delhi,2023-01-20,New
C104432,Kavya Kumar,user4432@mail.com,Bangalore,Maharashtra,2021-01-10,New
C104433,Kavya Rao,user4433@mail.com,Pune,Karnataka,2024-06-21,Premium
C104434,Kavya Nair,user4434@mail.com,Delhi,Karnataka,2021-06-14,VIP
C104435,Ramesh Devi,user4435@mail.com,Mumbai,Uttar Pradesh,2024-10-04,Regular
C104436,Nithya Rao,user4436@mail.com,delhi,Rajasthan,2023-08-24,VIP
C104437,Ganesh Rao,user4437@mail.com,Mumbai,Telangana,2024-09-01,New
C104438,Manoj Devi,user4438@mail.com,Ahmedabad,Karnataka,2024-06-15,VIP
C104439,Manoj Prakash,user4439@mail.com,CHENNAI,West Bengal,2021-12-10,Regular
C104440,Arun Iyer,user4440@mail.com,Hyderabad,Delhi,2023-04-07,Premium
C104441,Arun Raj,user4441@mail.com,,Maharashtra,2021-07-21,Regular
C104442,Lakshmi Kumar,user4442@mail.com,Bangalore,West Bengal,2021-07-12,New
C104443,Priya Prakash,user4443@mail.com,chennai,West Bengal,2024-06-20,Premium
C104444,Meena Nair,user4444@mail.com,Kolkata,Uttar Pradesh,2024-12-19,VIP
C104445,Ramesh Gupta,user4445@mail.com,Hyderabad,Karnataka,2024-01-09,Premium
C104446,Lakshmi Kumar,user4446@mail.com,Coimbatore,Telangana,2024-12-22,VIP
C104447,Arun Devi,user4447@mail.com,Chennai,West Bengal,2021-05-06,Regular
C104448,Ramesh Murthy,,delhi,Telangana,2024-06-01,Premium
C104449,Anitha Devi,user4449@mail.com,,Rajasthan,2022-10-30,Premium
C104450,Vijay Rao,user4450@mail.com,chennai,West Bengal,2023-06-15,VIP
C104451,Anitha Iyer,user4451@mail.com,Mumbai,Uttar Pradesh,2024-12-10,Premium
C104452,Kavya Prakash,user4452@mail.com,Hyderabad,Uttar Pradesh,2021-05-04,Regular
C104453,Ramesh Kumar,user4453@mail.com,Chennai,Karnataka,2023-02-10,VIP
C104454,Anitha Murthy,user4454@mail.com,delhi,Gujarat,2024-08-20,New
C104455,Priya Kumar,user4455@mail.com,Kolkata,Uttar Pradesh,2024-03-19,Regular
C104456,Suresh Reddy,user4456@mail.com,Mumbai,Karnataka,2024-06-02,New
C104457,Priya Iyer,user4457@mail.com,CHENNAI,Uttar Pradesh,2022-05-02,VIP
C104458,Ramesh Murthy,user4458@mail.com,chennai,Delhi,2022-01-06,New
C104459,Sathish Devi,user4459@mail.com,Mumbai,Telangana,2022-05-17,VIP
C104460,Lakshmi Iyer,user4460@mail.com,Bangalore,Delhi,2021-10-11,Regular
C104461,Anitha Pillai,user4461@mail.com,Jaipur,Telangana,2022-02-02,VIP
C104462,Deepa Rao,user4462@mail.com,Jaipur,West Bengal,2023-06-03,New
C104463,Karthik Raj,user4463@mail.com,Kolkata,Karnataka,2023-10-02,Regular
C104464,Suresh Prakash,user4464@mail.com,Lucknow,Tamil Nadu,2024-11-20,New
C104465,Ramesh Devi,user4465@mail.com,Hyderabad,Karnataka,2022-05-07,Regular
C104466,Manoj Rao,user4466@mail.com,Jaipur,Telangana,2023-03-30,VIP
C104467,Lakshmi Iyer,user4467@mail.com,Coimbatore,Karnataka,2024-11-26,New
C104468,Deepa Gupta,user4468@mail.com,Hyderabad,Telangana,2022-11-28,New
C104469,Kavya Kumar,user4469@mail.com,Bangalore,Delhi,2024-11-07,Regular
C104470,Ramesh Pillai,user4470@mail.com,Delhi,Maharashtra,2022-06-08,Regular
C104471,Meena Prakash,user4471@mail.com,delhi,Telangana,2021-04-08,Regular
C104472,Ganesh Devi,user4472@mail.com,delhi,Maharashtra,2021-06-17,New
C104473,Divya Gupta,user4473@mail.com,Lucknow,Rajasthan,2024-02-27,New
C104474,Vijay Prakash,user4474@mail.com,delhi,Karnataka,2023-09-04,Premium
C104475,Nithya Devi,user4475@mail.com,CHENNAI,West Bengal,2022-03-15,Regular
C104476,Karthik Nair,user4476@mail.com,Bangalore,Gujarat,2021-09-02,New
C104477,Karthik Prakash,user4477@mail.com,chennai,Gujarat,2021-05-23,VIP
C104478,Manoj Gupta,user4478@mail.com,delhi,Tamil Nadu,2021-07-03,Regular
C104479,Lakshmi Nair,user4479@mail.com,chennai,Gujarat,2021-12-15,VIP
C104480,Sathish Prakash,user4480@mail.com,Chennai,Uttar Pradesh,2021-02-16,New
C104481,Ganesh Rao,user4481@mail.com,Kolkata,Delhi,2021-10-18,Regular
C104482,Lakshmi Pillai,user4482@mail.com,Chennai,West Bengal,2023-08-09,VIP
C104483,Nithya Rao,user4483@mail.com,Ahmedabad,Rajasthan,2021-12-13,New
C104484,Nithya Nair,,delhi,Maharashtra,2021-12-31,New
C104485,Vijay Sharma,user4485@mail.com,Coimbatore,Telangana,2021-08-21,VIP
C104486,Manoj Gupta,user4486@mail.com,delhi,Rajasthan,2023-03-19,New
C104487,Divya Devi,user4487@mail.com,Kolkata,Telangana,2022-05-11,New
C104488,Kavya Devi,user4488@mail.com,Chennai,Gujarat,2021-05-18,New
C104489,Sathish Devi,user4489@mail.com,delhi,Maharashtra,2023-09-28,Premium
C104490,Manoj Devi,user4490@mail.com,CHENNAI,Tamil Nadu,2022-08-28,VIP
C104491,Meena Reddy,user4491@mail.com,Pune,Uttar Pradesh,2024-10-01,VIP
C104492,Manoj Sharma,user4492@mail.com,delhi,Tamil Nadu,2024-10-18,Premium
C104493,Anitha Iyer,user4493@mail.com,Chennai,Maharashtra,2024-07-07,Regular
C104494,Vijay Pillai,user4494@mail.com,Hyderabad,Tamil Nadu,2021-07-15,Regular
C104495,Karthik Prakash,user4495@mail.com,Bangalore,Karnataka,2024-06-20,VIP
C104496,Karthik Murthy,user4496@mail.com,Hyderabad,Tamil Nadu,2024-05-01,New
C104497,Sathish Pillai,user4497@mail.com,Kolkata,Delhi,2022-04-02,New
C104498,Lakshmi Devi,user4498@mail.com,Jaipur,Delhi,2024-01-27,New
C104499,Divya Nair,user4499@mail.com,Delhi,Maharashtra,2024-03-10,Premium
C104500,Ganesh Reddy,user4500@mail.com,Delhi,Delhi,2021-09-20,Regular
C104501,Sathish Nair,user4501@mail.com,chennai,Karnataka,2024-09-14,New
C104502,Deepa Reddy,user4502@mail.com,CHENNAI,Telangana,2023-07-12,Regular
C104503,Lakshmi Nair,user4503@mail.com,Jaipur,Telangana,2022-05-12,Premium
C104504,Ganesh Murthy,user4504@mail.com,Mumbai,Maharashtra,2022-04-04,New
C104505,Manoj Kumar,user4505@mail.com,delhi,Delhi,2022-07-26,Regular
C104506,Anitha Nair,user4506@mail.com,Coimbatore,Maharashtra,2021-02-02,Regular
C104507,Kavya Murthy,user4507@mail.com,Pune,Gujarat,2024-05-26,New
C104508,Karthik Iyer,user4508@mail.com,Pune,Uttar Pradesh,2024-12-28,VIP
C104509,Karthik Murthy,user4509@mail.com,Lucknow,Karnataka,2022-11-19,VIP
C104510,Karthik Murthy,user4510@mail.com,Lucknow,Delhi,2024-01-09,Regular
C104511,Kavya Raj,user4511@mail.com,Ahmedabad,Karnataka,2023-03-21,VIP
C104512,Priya Raj,user4512@mail.com,Hyderabad,Delhi,2022-05-16,VIP
C104513,Lakshmi Kumar,user4513@mail.com,Pune,Uttar Pradesh,2022-10-18,Premium
C104514,Ramesh Iyer,user4514@mail.com,Bangalore,Telangana,2022-08-19,Regular
C104515,Ramesh Gupta,user4515@mail.com,Coimbatore,West Bengal,2023-06-14,New
C104516,Ganesh Murthy,user4516@mail.com,CHENNAI,Maharashtra,2024-04-14,VIP
C104517,Meena Rao,user4517@mail.com,delhi,West Bengal,2022-01-15,Premium
C104518,Vijay Devi,user4518@mail.com,Hyderabad,Delhi,2022-05-27,VIP
C104519,Suresh Rao,,Bangalore,Delhi,2021-10-13,Premium
C104520,Vijay Kumar,user4520@mail.com,Pune,Gujarat,2023-02-25,Premium
C104521,Meena Murthy,user4521@mail.com,CHENNAI,Karnataka,2023-05-30,Premium
C104522,Lakshmi Reddy,user4522@mail.com,,Delhi,2021-10-12,New
C104523,Manoj Sharma,user4523@mail.com,Bangalore,Gujarat,2022-06-12,Regular
C104524,Arun Nair,user4524@mail.com,Mumbai,Delhi,2021-11-08,New
C104525,Suresh Reddy,user4525@mail.com,delhi,Maharashtra,2024-04-05,Regular
C104526,Kavya Devi,user4526@mail.com,Bangalore,West Bengal,2024-04-29,Premium
C104527,Ramesh Nair,user4527@mail.com,Chennai,West Bengal,2023-05-20,New
C104528,Kavya Pillai,user4528@mail.com,Chennai,Telangana,2023-02-10,Regular
C104529,Sathish Rao,user4529@mail.com,Bangalore,Karnataka,2022-04-02,Regular
C104530,Sathish Iyer,user4530@mail.com,,Rajasthan,2024-04-25,VIP
C104531,Karthik Iyer,user4531@mail.com,CHENNAI,Maharashtra,2021-02-05,New
C104532,Ramesh Reddy,user4532@mail.com,delhi,Telangana,2023-07-08,VIP
C104533,Deepa Devi,user4533@mail.com,Coimbatore,Tamil Nadu,2022-07-22,Regular
C104534,Sathish Nair,user4534@mail.com,delhi,West Bengal,2021-09-27,Premium
C104535,Arun Iyer,user4535@mail.com,chennai,Telangana,2024-09-17,VIP
C104536,Suresh Sharma,user4536@mail.com,delhi,Maharashtra,2023-02-28,New
C104537,Suresh Murthy,user4537@mail.com,chennai,Gujarat,2023-05-17,Regular
C104538,Arun Nair,user4538@mail.com,Kolkata,Rajasthan,2022-02-22,Premium
C104539,Lakshmi Iyer,user4539@mail.com,Jaipur,Uttar Pradesh,2022-03-08,New
C104540,Kavya Reddy,user4540@mail.com,Jaipur,Rajasthan,2023-10-25,New
C104541,Deepa Gupta,user4541@mail.com,Pune,Rajasthan,2024-07-09,Regular
C104542,Manoj Rao,user4542@mail.com,Lucknow,Uttar Pradesh,2024-07-02,New
C104543,Meena Iyer,user4543@mail.com,Jaipur,Uttar Pradesh,2021-06-22,Regular
C104544,Arun Sharma,user4544@mail.com,Kolkata,Tamil Nadu,2021-12-24,Regular
C104545,Divya Prakash,user4545@mail.com,Ahmedabad,Maharashtra,2021-10-31,VIP
C104546,Suresh Iyer,user4546@mail.com,delhi,Maharashtra,2023-12-17,New
C104547,Manoj Reddy,user4547@mail.com,chennai,Telangana,2021-02-25,VIP
C104548,Ramesh Reddy,user4548@mail.com,Lucknow,Maharashtra,2021-01-20,VIP
C104549,Karthik Pillai,user4549@mail.com,Pune,Karnataka,2022-01-15,Premium
C104550,Manoj Devi,user4550@mail.com,Mumbai,Delhi,2022-04-01,VIP
